TOOLTIP_STORED_EXP	Experienta stocata: %s
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Aceasta nu este Piatra Dragon corecta.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Nu ai suficient material pentru rafinare.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Pentru %s\nai nevoie: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Nu ai suficient Yang pentru a schimba bonusul.
DRAGON_SOUL_NOT_MATCHED_SLOT	Piatra Dragon nu se potriveste in acest slot.
DRAGON_SOUL_STEP_LEVEL1	Claritate: opaca,
DRAGON_SOUL_STEP_LEVEL2	Claritate: clara,
DRAGON_SOUL_STEP_LEVEL3	Claritate: perfecta,
DRAGON_SOUL_STEP_LEVEL4	Claritate: stralucitoare,
DRAGON_SOUL_STEP_LEVEL5	Claritate: excelenta,
DRAGON_SOUL_STRENGTH	Nivel: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Piatra Dragon poate fi distrusa in acest proces.
DRAGON_SOUL_UNEQUIP_WARNING2	doresti sa continui?
DRAGON_SOUL_UNMATCHED_SLOT	Acest slot este gresit.
DROP_ITEM_FAILURE_EQUIP_ITEM	Nu poti arunca obiecte din echipament.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Nu poti renunta la un obiect atribuit caracterului daca magazinul privat este deschis.
DROP_MONEY_FAILURE_1000_OVER	Poti renunta la maxim 999 Yang.
DS_SYSTEM_MSG_1	Ai nevoie %s (%dx).
DUTCH_AUCTION_CLOSE_OTHER_WINDOW	inchide toate ferestrele inainte de a deschide Licitatii Rapide.
EMOTION_ALCOHOL	Noroc!
EMOTION_ANGRY	Neplacut
EMOTION_ATTRACTIVE	Tentatie
EMOTION_BANTER	Rautacios
EMOTION_BUSY	Stres
EMOTION_CALL	Striga
EMOTION_CELEBRATION	Petrecere
EMOTION_CHARGING	incarcare
EMOTION_CHEERS_1	Bucurie 1
EMOTION_CHEERS_2	Bucurie 2
EMOTION_CHEERUP	A se bucura
EMOTION_CHOOSE_ONE	Alege o tinta.
EMOTION_CLAP	Aplauze
EMOTION_CLAP_KISS	Sarut
EMOTION_CONGRATULATION	Acord
EMOTION_DANCE_1	Dans 1
EMOTION_DANCE_2	Dans 2
EMOTION_DANCE_3	Dans 3
EMOTION_DANCE_4	Dans 4
EMOTION_DANCE_5	Dans 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_DANCE_7	Samba
EMOTION_DOZE	Atipit
EMOTION_EXERCISE	incalzit
EMOTION_FORGIVE	Iertare
EMOTION_FRENCH_KISS	Sarut Frantuzesc
EMOTION_HUNGRY	infometat
EMOTION_JOY	Bucurie
EMOTION_LETTER	Scrisoare de Dragoste
EMOTION_NOSAY	Mut
EMOTION_PUSH_UP	Flotari
EMOTION_SAD	Trist
EMOTION_SELFIE	Selfie
EMOTION_SHY	Refuz
EMOTION_SIREN	Sirena
EMOTION_SLAP	Lovitura
EMOTION_WEATHER_1	Lumina Soarelui
EMOTION_WEATHER_2	Curcubeu
EMOTION_WEATHER_3	Luna
EMOTION_WHIRL	Confuz
EMPIRE_A	Regatul Shinsoo
EMPIRE_B	Regatul Chunjo
EMPIRE_C	Regatul Jinno
EMPIRE_SELECT_MODE	Alege regat
EXCHANGE_CANNOT_GIVE	Nu poti negocia acest obiect.
EXCHANGE_CANT_EDIT_MONEY	Acum nu mai poti modifica suma.
EXCHANGE_FAILURE_EQUIP_ITEM	Nu poti schimba Obiecte atribuite caracterului.
EXCHANGE_MONEY	Suma
EXCHANGE_TITLE	Schimb cu %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Mai ai nevoie de %d Extindere Inventar.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Inventarul tau a atins numarul maxim de extinderi.
EXINVEN_USE_ITEM_QUESTION	doresti sa extinzi inventarul folosind %d Extindere Inventar?
FISHING_FAILURE	Ai pierdut momeala pentru pescuit.
FISHING_NOTIFY1	Se pare ca %s a muscat.
FISHING_NOTIFY2	Se pare ca s-a prins %s.
FISHING_RENEWAL_CANNOT_EMOTION	Nu poti folosi emotiile in timp ce pescuiesti.
FISHING_RENEWAL_CANNOT_OPEN_1	Nu poti deschide in timp ce pescuiesti.
FISHING_RENEWAL_CANNOT_OPEN_2	Nu poti efectua aceasta actiune in timpul pescuitului.
FISHING_RENEWAL_QUESTION	Ai o muscatura. doresti sa prinzi?
FISHING_RENEWAL_TIMEOUT	Ai asteptat prea mult. Pestele a fugit.
FISHING_SUCCESS1	Ai prins %s.
FISHING_SUCCESS2	Ai scos %s din apa!
FISHING_UNKNOWN	Ceva a muscat dar nu stiu ce anume.
FISHING_WRONG_PLACE	Nu pot sa pescuiesc aici.
FLOWER_EVENT_USE_ITEM_TEXT1	doresti sa inlocuiesti efectul activ?
FLOWER_EVENT_USE_ITEM_TEXT2	incercarea poate esua cauzând ofilirea florii.
FOR_FEMALE	Pentru femei
FOR_MALE	Pentru barbati
FRAGMENT_COMB_COST	Costuri combunatie: %s
GAME_CANNOT_MINING	Nu poti sa sapi dupa minereu in timp ce calaresti.
GAME_CANNOT_PICK_ITEM	Nu poti culege acest obiect, pentru ca nu a fost capturat de tine.
GAME_GUILDWAR_NOW_JOIN	Vrei sa te alaturi razboiului breslei?
GAME_INIT_ERROR_CURSOR	Cursorul nu a putut fi creat.
GAME_INIT_ERROR_DIRECTX	Ai nevoie de DirectX 8.1 pentru a rula jocul.\nInstaleaza DirectX 8.1 sau peste.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Nu s-a gasit placa grafica pentru rularea jocului.\nVerifica daca placa VGA e instalata corect.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Placa grafica nu a putut fi initializata.nVerifica daca detii o placa VGA.\nAlternativ poti sa activezi accelerarea hardware.\n(Accelerare hardware la maxim \nControl Panel->Display->Settings->Advanced->Troubleshooting)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Placa grafica nu suporta 32bit.\nSchimba pe 16bit sau foloseste full screen.
GAME_INIT_ERROR_ITEM_PROTO	Datele obiectului inaccesibile.\nReinstaleaza jocul.
GAME_INIT_ERROR_MAIN_WINDOW	Fereastra principala nu a putut fi realizata.
GAME_INIT_ERROR_MOB_PROTO	Datele monstrului inaccesibile.\nReinstaleaza jocul.
GAME_INIT_ERROR_NETWORK	Legatura la retea nu s-a realizat.\nVerifica legatura la internet.
GEM_SYSTEM_ADD_SLOT	Cerinte obiect: %s.\ndoresti sa folosesti %d dintre acestea pentru a debloca un loc aditional?
GEM_SYSTEM_BUY_ITEM	doresti sa cumperi acest obiect?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[Gaya] Nu ai suficiente obiecte Actualizeaza Piata Gaya.
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[Gaya] Nu ai suficiente Gaya.
GEM_SYSTEM_NO_MORE_ADDSLOT	[Gaya] Nu mai ai locuri de deblocat.
GEM_SYSTEM_OPEN_GEMSHOP	[Gaya] Deschide Piata Gaya mai intâi.
GEM_SYSTEM_PICK_GEM	[Gaya] Cantitate Gaya: %d
GEM_SYSTEM_REFRESH_SHOP_ITEMS	Vrei sa actualizezi magazinul?
GIVEUP_QUESTION	Chiar vrei sa renunti?
GUILDBANK_CLEARBANK	Atentie: Depozitul Breslei trebuie golit!
GUILDBANK_DONT_MONEY_OUT	Nu ai Yang in banca breslei!
GUILDBANK_GOLD_IN	Depunere
GUILDBANK_GOLD_OUT	Retragere
GUILDBANK_ITEM_IN	inmagazineaza
GUILDBANK_ITEM_OUT	inlatura
GUILDBANK_MONEYIN	Depunere Yang
GUILDBANK_MONEYOUT	Retragere Yang
GUILDBANK_NOTUSE	Nu ai permisiunile necesare.
GUILDBANK_NOT_ENOUGH_MONEY	Nu ai Yang suficient pentru depunere.
GUILDBANK_OVER_INCOME	Limita atinsa pe cont.
GUILDBANK_OVER_MONEY	Contul breslei este plin.
GUILDLAND_ABANDON	Abandoneaza Teritoriu Breasla
GUILDLAND_ACCEPT	Da
GUILDLAND_DONTHAVE_LAND	Nu ai niciun teritoriu de breasla.
GUILDLAND_NOT	Nu
GUILDLIST_APPLICANT	doresti sa continui?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	inaltimea nu are 128 pixel.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	inaltimea nu are 12 pixel.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	inaltimea nu are 16 pixel.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	inaltimea nu are 64 pixel.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Jocul nu suporta aceasta imagine.
GUILDMARK_UPLOADER_ERROR_PATH	Copiaza fisierele in directorul metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Nicio imagine selectata.
GUILDWAR_ALL	Batalii (B)
GUILDWAR_CTF_TITLE	Captureaza Steag
GUILDWAR_DRAW	Remize (R)
GUILDWAR_GAINSCORE_FIFTY	50 puncte
GUILDWAR_GAINSCORE_HUNDRED	100 puncte
GUILDWAR_GAINSCORE_THIRTY	30 puncte
GUILDWAR_GAMETIME_SIXTY	60 minute
GUILDWAR_GAMETIME_TEN	10 minute
GUILDWAR_GAMETIME_THIRTY	30 minute
GUILDWAR_INPUT_OTHERGUILD	Te rugam introdu breasla oponenta.
GUILDWAR_LADDER	Puncte Rang
GUILDWAR_LIMIT_MEMBER_FIVE	Minim 5 participanti.
GUILDWAR_LOSE	Pierderi (P)
GUILDWAR_NORMAL_TITLE	Lupta de Câmp
GUILDWAR_OVER_MEMBERCOUNT	Numarul limita de membri a fost atins.
GUILDWAR_QUESTION_LINE_1	Breasla %s a declarat breslei tale razboi,
GUILDWAR_QUESTION_LINE_2	Accepti? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d B, %d V, %d P, %d R
GUILDWAR_SELECT_MEMBER_COUNT	Alege numarul de participanti.
GUILDWAR_TYPE_DEFENSE	Scut Lupta
GUILDWAR_TYPE_TIGER	Anihilare
GUILDWAR_TYPE_TIME	Timp Atac
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Lupta in Arena
GUILDWAR_WIN	Victorii (V)
GUILDWAR_WIN_FIVE	5 runde
GUILDWAR_WIN_ONE	1 runda
GUILDWAR_WIN_THREE	3 runde
GUILDWINDOW_BUTTON_BANKGOLDINFO	Log Depozit Breasla
GUILDWINDOW_BUTTON_BASEABANDON	Abandoneaza Teritoriu Breasla
GUILDWINDOW_BUTTON_BASEDEAL	Vinde Teritoriu Breasla
GUILDWINDOW_BUTTON_BOARD	Mesajele Breslei
GUILDWINDOW_BUTTON_CHANGEMASTER	Schimba Lider Breasla
GUILDWINDOW_BUTTON_DECLARE	Declara Razboi
GUILDWINDOW_BUTTON_DONATE	Doneaza
GUILDWINDOW_BUTTON_GOLDIN	Depunere
GUILDWINDOW_BUTTON_GOLDOUT	Retragere
GUILDWINDOW_BUTTON_GRADE	Seteaza Permisiuni
GUILDWINDOW_BUTTON_GUILDLIST	Lista Breasla
GUILDWINDOW_BUTTON_HEALGSP	Reface Putere Zeul Dragon
GUILDWINDOW_BUTTON_INFO	Informatii Breasla
GUILDWINDOW_BUTTON_LANDINFO	Informatii Teritoriu
GUILDWINDOW_BUTTON_MARK	incarca Simbol Breasla
GUILDWINDOW_BUTTON_MEMBER	Membru
GUILDWINDOW_BUTTON_OFFER	Doneaza EXP
GUILDWINDOW_BUTTON_OUTMEMBER	inlatura Membru
GUILDWINDOW_BUTTON_SKILL	Abilitati Breasla
GUILDWINDOW_BUTTON_SYMBOL	incarca Steag Breasla
GUILDWINDOW_BUY_GUILD_LAND	Cumpara Teren
GUILDWINDOW_CHANGE_BLACKSMITH	Schimba Profesia
GUILDWINDOW_CHANGE_OBJECT	Reconstructie
GUILDWINDOW_CHANGE_SMELTER	Schimba Prelucrator de jad
GUILDWINDOW_CREATE_OBJECT	Constructie
GUILDWINDOW_DEAL_GUILD_LAND	Vinde Teren
GUILDWINDOW_GRADE_BANK	Se poate utiliza banca breslei si depozitul
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Poate inlatura membri din breasla
GUILDWINDOW_GRADE_GRADENAME	Nume Rang
GUILDWINDOW_GRADE_GRADENUMBER	Numar Rang
GUILDWINDOW_GRADE_GUILDWAR	Poate alege membri combatanti
GUILDWINDOW_GRADE_INVITEAUTHORITY	Poate accepta jucatori in breasla
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Poate compune mesaje breasla
GUILDWINDOW_GRADE_SKILLAUTHORITY	Poate folosi abilitatile breslei
GUILDWINDOW_INFO_LEVEL10	A crescut nr. max. membri
GUILDWINDOW_INFO_LEVEL15	Red.: Puterea Zeului Dragon
GUILDWINDOW_INFO_LEVEL20	Banca: Scutire de Taxe
GUILDWINDOW_INFO_LEVEL5	+5% EXP la donatii breasla
GUILDWINDOW_LIST_ALL	Toate Regatele
GUILDWINDOW_LIST_ALREADY_REGISTER	[Breasla] Deja ai aplicat.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista Aplicatii
GUILDWINDOW_LIST_CHRACTER_JOB	Clasa
GUILDWINDOW_LIST_CHRACTER_LV	Nivel
GUILDWINDOW_LIST_CHRACTER_NAME	Nume Caracter
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Sub-clasa
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membru
GUILDWINDOW_LIST_GUILD_LIST	Lista Breasla
GUILDWINDOW_LIST_GUILD_LV	Nivel
GUILDWINDOW_LIST_GUILD_NAME	Breasla
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Breasla] Te rugam sa introduci un nume de breasla.
GUILDWINDOW_LIST_LADDER	Puncte Rang
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Breasla] Breasla nu este publica.
GUILDWINDOW_LIST_PROMOTE_GUILD	Aplicatie
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista Breasla
GUILDWINDOW_LIST_RANKING	Pozitie
GUILDWINDOW_LIST_RANKING_COUNT	Pozitie
GUILDWINDOW_LIST_REGISTER	Aplicatii
GUILDWINDOW_LIST_REGISTER_GUILD	Aplica la breasla
GUILDWINDOW_LIST_SEARCH	Cauta
GUILDWINDOW_LIST_SELECT_GUILD	[Guild] Te rugam alege o breasla sa aplici.
GUILDWINDOW_PROMOTE_REFRESH	Reclama
GUILDWINDOW_PROMOTE_REGISTER	Reclama
GUILDWINDOW_SP_RECOVER	Puterea Zeului Dragon
GUILDWINDOW_UPGRADE_ALTEROFPOWER	imbunatatire Altar
GUILDWINDOW_UPGRADE_GUILDBANK	imbunatatire Banca
GUILD_ATTENDANCE_FAIL_ALREADY	Ai participat deja astazi.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Nu poti participa acum. Participarea se reseteaza zilnic la ora 5:00 AM.
GUILD_BANKINFO_CLOSE	inchis
GUILD_BANKINFO_NAME	Membru
GUILD_BANKINFO_TYPE	Obiect/Valoare
GUILD_BANKINFO_USETYPE	Actiune
GUILD_BANK_CLOSE	inchis
GUILD_BANK_INFO	Log Depozit Breasla
GUILD_BOARD_ID	Membru
GUILD_BOARD_TEXT	Mesaj
GUILD_BUILDING_FIX_CHANGE	Sigur doresti sa schimbi pozitia?
GUILD_BUILDING_FIX_CHANGE_GOLD	Cost: 1,000,000 Yang
GUILD_BUILDING_FIX_DELETE	Chiar vrei sa stergi acest obiect?
GUILD_BUILDING_FIX_NEED_BUILDING	Nicio cladire prezenta.
GUILD_BUILDING_GRADE	Grad
GUILD_BUILDING_NAME	Numele cladirii
GUILD_CANNOT_HEAL_GSP_ANYMORE	Energia Spiritul Dragonului este deja plina.
GUILD_COMMENT	Scrie
GUILD_CREATE_ERROR_INSULT_NAME	Numele breslei nu este permis.
GUILD_DEFAULT_GRADE	Membrii breslei
GUILD_DELETE	Sterge
GUILD_DEPOSIT	Pune deoparte
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	Nu ai suficiente Tichete Donatie Mare.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Nu mai exista loc in inventar. Nu poti dona.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	Nu ai suficiente Tichete Donatie Medie.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	Nu ai suficient Yang.
GUILD_DONATE_QUESTION_HIGH	Vrei sa faci o Donatie Mare?
GUILD_DONATE_QUESTION_MIDDLE	Vrei sa faci o Donatie Medie?
GUILD_DONATE_QUESTION_NORMAL	Vrei sa faci o Donatie Mica?
GUILD_DO_YOU_HEAL_GSP	doresti sa folosesti %d Yang pentru a restaura %d unitati din Spiritul Dragonului?
GUILD_DO_YOU_JOIN	  te-a invitat. Vrei sa te alaturi aliantei?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_PARTY_ALL	Ranguri Totale
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	Locul 11 si mai putin: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Ajutor
GUILD_DRAGONLAIR_PARTY_LINE_ONE	Locul 1: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	Locul 4-10: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	Locul 2-3: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Membri
GUILD_DRAGONLAIR_PARTY_NOW	Ranguri Saptamânale
GUILD_DRAGONLAIR_PARTY_PAST	Ranguri Anterioare
GUILD_DRAGONLAIR_PARTY_TIME	Timp
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Recompensa
GUILD_DRAGONLAIR_RANKING_FAIL	ESUAT
GUILD_DRAGONLAIR_RANKING_NONE	NOU
GUILD_DRAGONLAIR_RANKING_SUCCESS	SUCCES
GUILD_DRAGONLAIR_SECOND	sec.
GUILD_EMPTY_AREA	tara goala
GUILD_ENEMY_GUILD_NAME	Numele breslei inamicului
GUILD_FACILITY	Cladire secundara
GUILD_GEM	Piatra pretioasa
GUILD_HEADQUARTER	Cladire principala
GUILD_HEAL_GSP	Reface Spiritul Dragonului
GUILD_INFO_ENEMY_GUILD_EMPTY	Niciuna
GUILD_MARK_NOT_ENOUGH_LEVEL	Cerinta: Minim nivelul 3
GUILD_MARK_UPLOAD_NOTICE	Asteapta un moment pentru a putea adauga logo-uri breslei.
GUILD_MEMBER_JOB	Clasa
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Nivel
GUILD_MEMBER_NAME	Membru
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP Donata
GUILD_NAME	Numele breslei
GUILD_NOT_ENOUGH_MATERIAL	Nu detii destul material pentru aceasta cladire.
GUILD_NOT_ENOUGH_MONEY	Nu detii destul Yang pentru aceasta cladire.
GUILD_NO_NOTICE_PERMISSION	Nu iti este permis sa faci un anunt.
GUILD_OBJECT	Obiecte
GUILD_OFFER_EXP	Investeste Experienta
GUILD_SHORT_EXP	Nu ai destule puncte de experienta.
GUILD_TILE_BASEINFO	Informatii Teritoriu
GUILD_TILE_BOARD	Mesajele Breslei
GUILD_TILE_GRADE	Drepturi de Administrare
GUILD_TILE_INFO	Informatii breasla
GUILD_TILE_MEMBER	Membru
GUILD_TILE_SKILL	Calificarea breslei
GUILD_USE_MASTER_ONLY	Doar liderul breslei are acest drept.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Zona de Lupta Breasla
GUILD_WAR2	Zona de Lupta Breasla
GUILD_WAR3	Zona de Lupta Breasla
GUILD_WAR4	Zona de Lupta Breasla
GUILD_WAR_GAINSCORE_FIFTY	50 puncte
GUILD_WAR_GAINSCORE_HUNDRED	100 puncte
GUILD_WAR_GAINSCORE_THIRTY	30 puncte
GUILD_WAR_GAMETIME_SIXTY	60 minute
GUILD_WAR_GAMETIME_TEN	10 minute
GUILD_WAR_GAMETIME_THIRTY	30 minute
GUILD_WAR_LIMIT_30MIN	Timp: 30 de minute
GUILD_WAR_REWARD_POTION	Recompensa: Câstigatorul primeste licori
GUILD_WAR_SELECT_WAR	Selecteaza tipul
GUILD_WAR_TYPE_DEFENSE	Scut Lupta
GUILD_WAR_TYPE_DIE	Lupta in Arena
GUILD_WAR_TYPE_FLAG	Captureaza Steag
GUILD_WAR_TYPE_NORMAL	Lupta de Câmp
GUILD_WAR_TYPE_TIGER	Anihilare
GUILD_WAR_TYPE_TIME	Timp Atac
GUILD_WAR_USE_BATTLE_MAP	Locatie: Câmpul de Lupta al Breslei
GUILD_WAR_USE_NORMAL_MAP	Locatie: Harta Normala
GUILD_WAR_WIN_CHECK_SCORE	Cel mai bun rezultat câstiga razboiul.
GUILD_WAR_WIN_FIVE	5 runde
GUILD_WAR_WIN_ONE	1 runda
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Captureaza steagul inamicului
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	si adu-l in baza ta.
GUILD_WAR_WIN_THREE	3 runde
GUILD_WAR_WIN_WIPE_OUT_GUILD	infrânge toti inamicii pentru a câstiga.
GUILD_WITHDRAW	Retragere
GUILD_YOU_DO_NOT_JOIN	Nu apartii nici unei bresle.
HORSE_HEALTH0	Mort
HORSE_HEALTH1	Foame
HORSE_HEALTH2	infometat
HORSE_HEALTH3	Plin
HORSE_LEVEL1	Cal normal
HORSE_LEVEL2	Cal de lupta
HORSE_LEVEL3	Cal militar
HOUR	h
HOW_MANY_ITEM_DO_YOU_DROP1	Vrei sa arunci %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Vrei sa arunci %s %d?
INPUT_MATRIX_CARD_NUMBER	Introdu numarul placii matrix
INPUT_MATRIX_CARD_TITLE	Placa matrix
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Introducere cod de stergere din administrare cont.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Sterge caracterul
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Pergamentul nu poate fi adaugat.
INVENTORY_REALLY_USE_ITEM	doresti sa folosesti asta pe acest obiect?
INVENTORY_REALLY_USE_ITEM2	Esti sigur ca doresti sa folosesti acest obiect?
INVENTORY_REALLY_USE_PET_BAG_ITEM	doresti sa pui insotitorul in Cutia de Transport?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	doresti sa deschizi Cutia de Transport?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	doresti sa hranesti cu %s pe %s?
IS_NOT_PET_CHANGE_ITEM	Acesta nu este obiect de insotitor Magic.
IS_NOT_PET_ITEM	Acesta nu este un insotitor.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Niciuna
JOB_ASSASSIN1	Ninja Sabie
JOB_ASSASSIN2	Ninja Arc
JOB_SHAMAN	Saman
JOB_SHAMAN0	Niciuna
JOB_SHAMAN1	Saman Dragon
JOB_SHAMAN2	Saman Vindecare
JOB_SURA	Sura
JOB_SURA0	Niciuna
JOB_SURA1	Sura Arme
JOB_SURA2	Sura Magie
JOB_WARRIOR	Razboinic	
JOB_WARRIOR0	Niciuna
JOB_WARRIOR1	Razboinic Corp
JOB_WARRIOR2	Razboinic Mental
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Lycan Fals
JOB_WOLFMAN1	Instinct
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Iesi fara sa salvezi?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] nu sunt permise!
KEYCHANGE_SAVE_EXIT	Salvezi si iesi?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
